date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:03:02	37865/37865	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2006:29:13%20GMT	http://zeelquantify.in/Zeel/	C:/My%20Web%20Sites/ankitsir/zeelquantify.in/Zeel/index.html	(from )
15:03:02	358/358	---M-Z	404	error ('Not%20Found')	text/html	date:Mon,%2005%20Jul%202021%2012:36:43%20GMT	http://zeelquantify.in/robots.txt		(from )
15:03:05	155764/155764	---M--	200	added ('OK')	text/css	date:Tue,%2009%20Jul%202019%2000:23:30%20GMT	http://zeelquantify.in/Zeel/assets/css/bootstrap.min.css	C:/My%20Web%20Sites/ankitsir/zeelquantify.in/Zeel/assets/css/bootstrap.min.css	(from http://zeelquantify.in/Zeel/)
15:03:05	39751/39751	---M--	200	added ('OK')	text/css	date:Thu,%2017%20Jan%202019%2002:52:24%20GMT	http://zeelquantify.in/Zeel/assets/css/font-awesome.css	C:/My%20Web%20Sites/ankitsir/zeelquantify.in/Zeel/assets/css/font-awesome.css	(from http://zeelquantify.in/Zeel/)
15:03:06	25028/25028	---M--	200	added ('OK')	text/css	date:Tue,%2029%20Oct%202019%2010:15:34%20GMT	http://zeelquantify.in/Zeel/assets/css/templatemo-lava.css	C:/My%20Web%20Sites/ankitsir/zeelquantify.in/Zeel/assets/css/templatemo-lava.css	(from http://zeelquantify.in/Zeel/)
15:03:07	4930/4930	---M--	200	added ('OK')	text/css	date:Tue,%2023%20Jul%202019%2014:19:52%20GMT	http://zeelquantify.in/Zeel/assets/css/owl-carousel.css	C:/My%20Web%20Sites/ankitsir/zeelquantify.in/Zeel/assets/css/owl-carousel.css	(from http://zeelquantify.in/Zeel/)
15:03:07	583/583	---M-Z	-1	error ('Read%20error%20when%20decompressing')	text/html	date:Mon,%2005%20Jul%202021%2012:36:43%20GMT	http://zeelquantify.in/Zeel/assets/css/gallery.css	C:/My%20Web%20Sites/ankitsir/zeelquantify.in/Zeel/assets/css/gallery.css	(from http://zeelquantify.in/Zeel/)
15:03:07	37865/37865	---M-Z	200	added ('OK')	text/html	date:Sun,%2017%20Jul%202022%2006:29:13%20GMT	http://zeelquantify.in/Zeel/index.html	C:/My%20Web%20Sites/ankitsir/zeelquantify.in/Zeel/index-2.html	(from http://zeelquantify.in/Zeel/)
15:03:09	9105/9105	---M--	200	added ('OK')	image/png	date:Sat,%2016%20Jul%202022%2022:48:28%20GMT	http://zeelquantify.in/Zeel/assets/images/logo.png	C:/My%20Web%20Sites/ankitsir/zeelquantify.in/Zeel/assets/images/logo.png	(from http://zeelquantify.in/Zeel/)
15:03:09	6224/6224	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Sep%202019%2017:38:18%20GMT	http://zeelquantify.in/Zeel/assets/images/features-icon-1.png	C:/My%20Web%20Sites/ankitsir/zeelquantify.in/Zeel/assets/images/features-icon-1.png	(from http://zeelquantify.in/Zeel/)
